,Tweets,Subjectivity,Polarity,country,region
487,"we will spell out what our plan is after due consultation on how to pay out the arrears &amp; pension. Pensioners are senior citizens, this is the time they sud be taken care of with many social services &amp; benefits. When we get to government, we will introduce these policies",0.3138888888888889,0.1361111111111111,Nigeria,ex-British Colony
488,"Dear  and  and other influencers let's work to get rid of bad government aka APC and PDP at all levels - local, state, federal (house of reps and senates) to make work easy and less stressful for our incoming president . Pls spread the message",0.3883333333333333,-0.11166666666666662,Nigeria,ex-British Colony
489, We seat down for our local government jejely in oshodi isolo stray bullet come hit us 😭😭😭,0.14444444444444446,-0.07777777777777779,Nigeria,ex-British Colony
490,"Agege movement NNPP FLAGOFF

early to in agege local government during the flagoff to our candidate state &amp; house of rep,
 The movement is done by our great leaders Ahj  &amp; ahj Isma'il wali agege, ,
 oniwa jimkamal https//t.co/Fgl2yWSrLo",0.35000000000000003,0.3,Nigeria,ex-British Colony
491," Jokes apart. It happened close to my residence. Yesterday we have to run for our dear life, and the worst part is; they will tell you dat is the government that sent them",1.0,-1.0,Nigeria,ex-British Colony
492, One of the function of a president is the protection of lives and property. This government has failed in all ramifications. Always quick to condemn such act should it happen outside our shores but show high level of I don't care when it affects it citizens. RIP to the departed.,0.378,-0.0013333333333333363,Nigeria,ex-British Colony
493,"APC has failed. Nigerians should take their anger to the polls and sack the PDP and APC.
The government of the day is complacent and obviously aiding this inhumane acts. Nigerians pls rise up and resist these broods of vipers and evil souls within our Nations leadership.",0.58,-0.62,Nigeria,ex-British Colony
494, Na our government dem cause am why dem no make adequate preparation to stop those old one and then publish the new naira notes as simple as that,0.33625541125541125,0.14242424242424243,Nigeria,ex-British Colony
495, Please come to our aid. The Nigeria government Cabals want to hijack our UNITED AFRICA ALLIANCE GRANT you gave us. They won't allow the set man in the person of Ken Nwakanmma +2348033545722 disburse to the 50 million Nigerians who subscribed to it. We are dying pls,0.0,0.0,Nigeria,ex-British Colony
496,"   I think it is you who needs sense. You have been robbed of it by the hate ravaging your mind. The American government is embarking on infrastructure renewal, especially in the rail sector, because of its current poor state, but you choose to undermine our success in that sector.",0.48333333333333334,-0.15000000000000002,Nigeria,ex-British Colony
497," Why do we still insist..  And put all the blame on government..  All our government are not alien...  Or rent from outside...  They are our people raise the same way with same ideology.. 
To me I think our problem is inside education...  And the solution is inside too.",0.2625,0.03125,Nigeria,ex-British Colony
498,"We also say a huge thank you to all our amazing adolescents, Youth Hub coordinators, programme managers, and health practitioners and government officials, for joining us to impact the lives of adolescents in our community.",0.9,0.5000000000000001,Nigeria,ex-British Colony
499,Making a good government begin with you and me by collecting our PVC and Vote on the day of Election not just collecting and sit at home on the day of Election. https//t.co/3rKjuboW2U,0.6000000000000001,0.7,Nigeria,ex-British Colony
500,"  leader's support? You disregard our elders, rubbish our leaders and turn around to complain that they don't protect you when you get in trouble with Nigerian government. Sorry you are on a wild goose chase. Come back home and lead the fight from the front if you are serious.",0.4533333333333333,-0.18666666666666668,Nigeria,ex-British Colony
501,vote out APC. We can't afford another Government that has zero emotional intelligence towards it's people. Let's get our PVC and vote Labor party (LP).,0.65,0.0,Nigeria,ex-British Colony
502,"  By this logic, when government and employers take out “pension”, they didn’t ask for our consent. It was signed into law - but it’s for our good at the end right?",0.5678571428571428,0.4928571428571428,Nigeria,ex-British Colony
503,"...I don't wanna say anything about this our government representatives but, I just wanna implore us all to drive safe n not contest the road with the drunks/animals in human form.
 
 
 
 https//t.co/goTund29PT",0.3,0.25,Nigeria,ex-British Colony
504, This guy no normal again ........why is this so difficult for you to share code....and we dey blame our government....this government starts with us.......say bye to trenches without code...oga shift..abeg,0.825,-0.2875,Nigeria,ex-British Colony
505,"pablo778  Doctor2 Bros, u get energy to answer these pple, no contingencies exceeds 10% of contract sum and it's always the reason u cannot see contract documents of our government even u keel the contractor. Just thieves allover and plenty waiting to thief.",0.0,0.0,Nigeria,ex-British Colony
506," This is one of the page open just to derailed us from the main agenda which is,fighting to take back our dear country from the hand  of imposters called the bad government by voting Peter Obi as our next Nigeria president come  2023. This is settled already and no one can change.",0.3,-0.10666666666666665,Nigeria,ex-British Colony
507, Our government is responsible,0.55,0.2,Nigeria,ex-British Colony
508," Later we will be blaming our government ,,what we are causing there is not small",0.2,0.0625,Nigeria,ex-British Colony
509,"This is abysmal,Our government should know that As you sow, so shall you https//t.co/CbjOvJi9Qi receive happiness, peace, love, and friendship, one must BE happy, peaceful, loving, and a true friend.Whatever one puts out into the Universe will come back to them. https//t.co/CtNnS4qpEo",0.5571428571428572,0.4571428571428572,Nigeria,ex-British Colony
510," Every sphere of our national life has got a touch of ""class"" of people.
Buhari/Tinubu co owned government economy no be any body mate.",0.0,0.0,Nigeria,ex-British Colony
0,   It is our duty to prioritize investment in agriculture and to make the sector attractive for all citizens. Leaders should not instead be partisan gatekeepers to structural government programs,1.0,0.8,Uganda,ex-British Colony
1, Why should we leave you with the infrastructure now that the government is refusing to make any additional concessions and our contract is about to expire?,0.0,0.0,Uganda,ex-British Colony
2," The gap between the haves and the have nots keeps worryingly widening,  our economy is now mostly capitalist(all thanks to the 1986 cult and their ideological defeciency). The government only and for the big capitalists, abasigade mwenonye",0.45,0.175,Uganda,ex-British Colony
3, The government can do needful. If a businessman can construct a stadium 🏟 worth sh 11b wat about the our government 🤔 sincerely,0.3,0.4,Uganda,ex-British Colony
4,"    High population growth rate is good for Uganda.
It will create a huge market for our goods.
The government must develop a quality population.",0.68,0.42,Uganda,ex-British Colony
5, SportsUg Hope our government's position is clear with sports!,0.3833333333333333,0.12500000000000003,Uganda,ex-British Colony
6," My opinion ,

1. I blame our government that has failed to set rules that can guide employers and at least the lowest salary for an employee should be 350k.
2. I think politics is the main cause of all this, politicians  are using money as a weapon to govern this country.",0.3444444444444444,-0.21111111111111114,Uganda,ex-British Colony
7, Why else would they directly meddle in our elections deactivating accounts that were government leaning and giving flimsy reasons for it,0.4,0.1,Uganda,ex-British Colony
8," Death penalty laws falsely convince the public that government has taken effective measures to combat crime and homicide. In reality, such laws do nothing to protect us or our communities from the acts of dangerous criminals.",0.5733333333333334,-0.08000000000000002,Uganda,ex-British Colony
9," 2022     HRC   Death penalty laws falsely convince the public that government has taken effective measures to combat crime and homicide. In reality, such laws do nothing to protect us or our communities from the acts of dangerous criminals. ",0.5733333333333334,-0.08000000000000002,Uganda,ex-British Colony
10," How best can I build social network and social capital in a corrupt working environment and 'who's your relative here' government? It is also sad to note that people of your class hardly pay attention to our mere comments, sir",0.434375,-0.09062499999999998,Uganda,ex-British Colony
11,"This evening,I met with the families of the New Year Stampede at Freedom City. On behalf of President Museveni and Government, I express our condolences and pray that God comforts the families.President Museveni has given 5m to each family to support the burial arrangements. https//t.co/nbnvCxmTl4",0.45454545454545453,0.13636363636363635,Uganda,ex-British Colony
12," Wrong newspapers perhaps 😄😄😄

The greatest growth of wealth has been in our lifetime.

And everywhere you look from North and South America to Europe to Africa to Asia, the biggest beneficiaries of ""government distribution of wealth"" are government officials themselves.",0.95,0.25,Uganda,ex-British Colony
13,"'...our “cities” are first proclaimed, and then they can start begging the central government for money to become “operationalised”.'
👇🏾 https//t.co/8XeWZlNSBd",0.29166666666666663,0.125,Uganda,ex-British Colony
14,"NTR are charged against services provided by government and payable only when the services are availed.

Our guide to understanding all Non Tax Revenue payments could come in handy! https//t.co/gKPjWwaUhg
FfeBanno
IBuildUganda
DevelopingUgandaTogether
URATaxMchuzi",0.95,0.375,Uganda,ex-British Colony
15," What of us who lost our parents in those accidents, will the government take care of us or pay for us school fees for this year coz i had people saying on the burial that the accidents are due to poor construction of the roads. Please talk to me Canary i was left with two sisters",0.325,-0.17500000000000002,Uganda,ex-British Colony
16, You are not being patriotic those road craters are a national treasure under this government and we need to collect more taxes to increase the salaries of our MPs so please lay low.,0.4,0.25,Uganda,ex-British Colony
17,"  It’s first, up to our government. As we talk now, there is no Transfer of Skill and Technilogy Policy. There is no framework for validating and evaluating the transfers. Majority of us thinks transfer of technology is about physical machines. We can’t even report on them",0.23809523809523808,0.125,Uganda,ex-British Colony
18, Our biggest challenge in Arbitrary states like Uganda in regards to ideology is we can not differentiate btn Party and National ideology. The same ideology taught to NRM cadres are taught to the UPDF soldiers in training. This has fused the state &amp; government with no difference,0.3625,-0.05,Uganda,ex-British Colony
19, Copied Government should investigate the matter and provide a detailed report on the death of our people. We are not sure whether all the operating procedures were followed in organising this fatal event.,0.8194444444444444,0.07500000000000001,Uganda,ex-British Colony
20,"   Morning and Happy new year  looking forward to better roads ,Equipped hospitals,less corruption and job opportunities created but we can only be optimistic cause our government talks more collects more less action",0.5151515151515151,0.29621212121212126,Uganda,ex-British Colony
21,"  Ugandans  
1.The earlier we realize that we have a failed government, the better for our mental health ⚠️ It will help us to make the right decisions to save this country 👌
2. A certain govt supporter can’t really understand how we blame government for this ⚠️",0.4010204081632653,0.08571428571428572,Uganda,ex-British Colony
22, But I heard that Uganda is about to harvest her fuel and on contrary the government is busy embarking on electric vessels. Who then will consume our fuel?,0.3,0.1,Uganda,ex-British Colony
23," And we did our stunt on 30th at Nsambya to account for our grants received both from government and misinformed donors. 

Safely indeed",0.5,0.5,Uganda,ex-British Colony
24,"kElla   I hate this government but you're right on this. I don't rate our opposition,  they are after the bag too",0.7178571428571429,-0.2571428571428572,Uganda,ex-British Colony
25,Government  help the US we nolong need losses  of people security  were are you those are our people please ........ https//t.co/wG3NRWlJfL,0.0,0.0,Uganda,ex-British Colony
26," is talking about Ukraine and his own government is funding to kill our innocent civilians.
   are responsible to SSCGENOCIDE, Somaliland military are shooting our people in Laacaanood one by one.",0.5875,0.3,Uganda,ex-British Colony
27,"Prominent faces were secretly recorded selling one of the islands after ""Investor"" promised them 5M USD. One of our Great lawyers here suggested a CSR model fused with the investment plan which government will never question.",0.8166666666666668,0.3,Uganda,ex-British Colony
28, You should as well think of our coffee which is being invaded by the government. Otherwise happy birthday may you enjoy your new age and live longer.,0.6136363636363636,0.36818181818181817,Uganda,ex-British Colony
29," Rt. Hon. Robinah Nabbanja in my opinion has done her part in dispensing services to the very down trodden. 
I wish our government had 100 like Robinah Nabbanjas, we would have been a darling nation..",0.3755555555555556,-0.20222222222222228,Uganda,ex-British Colony
30," We know very well that our government does not have the capacity to reduce the road accidents, a government which can not pay employees, a govt that can not feed its people, a gvt  that can not pay med officers, we should not demand anything from the government.",0.3,0.2,Uganda,ex-British Colony
31," At this moment I would not recommend any one to curse the government or demand anything from them, we are truly on our own and there is no government in uganda, we only have clowns. A government which does not have money to pay its teachers is setting fees. Uganda olemwa,,,",1.0,0.3,Uganda,ex-British Colony
32,"  Stop this nonsense of making stunts to look relevant trading our youths lives to earn your donations both from government and foreign misinformed groups. 

You are manipulaters nothing else. Do you share your donations with those youths that keep battling with police of course NO",0.5125,0.1375,Uganda,ex-British Colony
33,"  We've been praying all our entire lives, religious leaders now even fear to tell the ruling government that they're brutalizing unarmed citizens coz they may close their houses of worship",0.4375,0.0,Uganda,ex-British Colony
34, That's our government,0.0,0.0,Uganda,ex-British Colony
35,He we retired from the service of the government of Uganda with a clean slate back to our humble community of Entebbe. His career span 30 plus years of hard work and dedication. I actually do not remember him ever taking leave apart from when he was bed ridden.,0.34833333333333333,-0.025,Uganda,ex-British Colony
36,I call on us not to clog what's left of the drainage with rubbish &amp; plastic waste as a people this should be applied by us in all our neighbourhoods. Drainage improves health of the roads &amp; frees scarce resources for government to work on other critical sectors. https//t.co/AWsjWdT2Qm,0.29375,-0.08125,Uganda,ex-British Colony
37," Those incharge of our government have military interests In the DRC,",0.1,-0.1,Uganda,ex-British Colony
38," My best politicians have been the Nup members of Parliament, they have exposed the wrongdoing of our ruling government and corruption in this country.
Kind regards and happy 2023",0.7333333333333334,0.8000000000000002,Uganda,ex-British Colony
39,"Very unfortunate news. I call for strict road traffic rules to change behaviour of motorists on our roads. The Government should intervene with an iron hand. Remember, over 90% of traffic crashes are caused by the drivers. https//t.co/luBITKJiiN",1.0,-0.65,Uganda,ex-British Colony
40,"SportsUg        Ug Sometimes I concur with , that leaders of our government are in the back of beyond detached from the reality in this country 🇺🇬!",0.0,0.0,Uganda,ex-British Colony
41,"My prayers is that government adopts this structure. Those who can’t afford private schools we can take our children to government schools.
SportsUg ,  https//t.co/zH6cBSGCzx",0.375,0.0,Uganda,ex-British Colony
42," Politician  , come and see this doctor deceiving. Wamma aren’t our health facilities well equipped? The only problem on this day was that our government officials and their families had overwhelmed them hence creating shortage",1.0,0.0,Uganda,ex-British Colony
43," May we as a nation be forgiven and not held to account for all this innocent blood. A country whose young people are burried everyday due to avoidable deaths. The endemic corruption, lackluster attitude of our government, all these things are killing us as a nation.",0.51875,0.06874999999999999,Uganda,ex-British Colony
44,3. We congratulate the government and our gallant health workers for their sacrifice to contain the deadly pandemic.,0.4,-0.2,Uganda,ex-British Colony
45,This poll 😂😂😂. We have no faith in our government. https//t.co/TTatuUe6yk,0.0,0.0,Uganda,ex-British Colony
46,"  Stop playing funny games.....we all know the effect of political rallies in the name of ""prayer"" .....we know the state of our government...stop trying so much to prove to us ts stability....",0.43333333333333335,0.15,Uganda,ex-British Colony
47,"State of Kabibi Primary School, a government school in Isingiro that started in early 1990s. Thanks     Ug  for supporting the local community in our drive to fundraise for the school, over 20m was raised in pledges &amp; cash. https//t.co/UIy5C7CJPU",0.25,0.19,Uganda,ex-British Colony
48,"But when will our government think inline with our economy, why do they want to prove that they are doing something yet they are not.  please improve the quality and standard of your schools,  elevete them and give them the capacity to compete with private schools. https//t.co/RVEFLTh0DT",0.1875,0.0,Uganda,ex-British Colony
49,"It's in Uganda where the government also what's to head our families.
They can even kill you if you're a barrier    https//t.co/9K6vIUS8Pi",0.0,0.0,Uganda,ex-British Colony
50, Government blames opposition in Uganda it's engrained in our DNA to blame everything and anything....hindrance to success. Happy New Year!,0.48484848484848486,0.4234848484848485,Uganda,ex-British Colony
51,      You see! You are a living testimony. How do we redeem ourselves? We are being segregated by the regime in government and even within our opposition political parties.,0.1,0.0,Uganda,ex-British Colony
52,"Ashame to our GOVERNMENT that wants to collect Tax from the entertainment Sector. Do they know the hardships to reach where we are. They never funded us but you want money. High Taxes on the djs equipments. YOU CAN'T GET MILK FROM A COW YOU DON'T FEED.

Shame on you  https//t.co/nsWby6uZi3",0.26888888888888884,0.07555555555555556,Uganda,ex-British Colony
53,Please government styleup this our country no other home .why stop people from having freedom of worship?   . https//t.co/3E7T2Nko2C,0.375,0.0625,Uganda,ex-British Colony
54,  Why is Teju not working yet the government put alot of money in it ands our farmers put in alot but they are not gaining from their sweat,0.0,0.0,Uganda,ex-British Colony
55,"256 Government dictates what business  Parliament handles. In events where Government doesn't bring business to the house inform of bills then Parliament is constrained. Our current system whereas it supports Private members bills on paper, the same are hard to process  in the house",0.36041666666666666,-0.07291666666666667,Uganda,ex-British Colony
56,  Ug     Namutyab  dombo bwetukugamba nga ogamba we pretend to be perfect but this insecurity has reached its maximum. The government is out of control... day light law breaking allegedly by those who are paid to protect citizens. Day light injustice...lost trust in our own🤔,0.625,0.42499999999999993,Uganda,ex-British Colony
57," The way our family ate, wanted to call the government to intervene 🤦🏾‍♀️🤦🏾‍♀️ smh",0.0,0.0,Uganda,ex-British Colony
58,   But still having a large tax base with small taxable income will increase cost of tax administration and in the end taxation yields no revenues. How about if our government looks at other financing ventures than only relying on tax?,0.6407142857142858,-0.19214285714285714,Uganda,ex-British Colony
59,  Blame the presidentofUganda for his denial of the minimim wage...atleast it cld have enabled some Ugandans to invest....now u find an engineer earning 800k when will he be empowered!!..... is not for us...so let's wait till our government comes...,0.0,0.0,Uganda,ex-British Colony
60," I have spoted some company vehicles here. Great lakes safaris, churchill safaris, speke holidays, classic. We hope 2023 will be more than this if our government put tourism on the front page.",0.47222222222222215,0.48888888888888893,Uganda,ex-British Colony
61,"Do we have a social media policy for government agencies? Imagine, you have to be approved to follow Gender ministry UG official handle &amp; their TL is protected. We sadly have very many blockheads in public offices who are paid with our taxes😏 https//t.co/nH9eyb1tXL",0.44583333333333336,0.04583333333333334,Uganda,ex-British Colony
62," The filth of our government systems. If such a place, a national pride looks like an ancient asian shrine,with decades of decay, shows you how the GDP nonsense is just made up. Owners can't even renovate the place. It's a pity",0.2333333333333333,-0.03333333333333333,Uganda,ex-British Colony
63," And you this the Government you work for doesn't know these facts? The question you should be asking is, with all the exposure your seniors have had before you, why don't we put in place such infrastructure given our endowments?",0.5,0.0,Uganda,ex-British Colony
64," Are these prayers or political rally!? don't get surprised if our unashamed, unsecure government teargas these prayers! 😄😂",0.6333333333333333,-0.17500000000000002,Uganda,ex-British Colony
65,"ug But in an earlier tweet, you said they were under Local Government. Now it’s shifted to Ministry of Gender, Labor and Social Development? Kindly clarify. Who funds them? To whose office do we carry placards in demonstration over the awful conditions of our libraries? 🤭 https//t.co/99yeJzP1YC",0.49333333333333335,-0.07333333333333333,Uganda,ex-British Colony
66,"Government sets fees cap for schools as new term begins next year. Read all the details in today's New Vision. Get yourself a copy from your nearest vendor or subscribe to our EPAPER 👉🏽 https//t.co/Y11KonV2Tr  
VisionUpdates https//t.co/1gUpvwqMP1",0.30303030303030304,0.0909090909090909,Uganda,ex-British Colony
67," CG  UG       It really amazes me dt a government dt desperately nids money had never thought of entertainment n sports as an avenue 2 mint money. Ugandans r too talented, if only u intentionally place d right structures in diz areas I blv dey wuld almost finance more than half our budget.",0.6146258503401362,0.13129251700680272,Uganda,ex-British Colony
68," If a guy like this asks for 500K and people pay it with one heart, do you think our country should have any hope for some sort of redemption? FFS how can we blame the government for looting when we still have many Ugandans following this BS?",0.3,0.25,Uganda,ex-British Colony
69," after frustrating the creative industry for ages, our tax body and government wake up and decide to milk the cow that has been abused and rejected. Music has been discontinued in schools. The arts have been defunded. Clueless leadership we have!!",0.6888888888888888,-0.036111111111111115,Uganda,ex-British Colony
70,"dombo Mr Dombo, stop your lamentations!! All the loans that your government has acquired from everywhere can't do much, why are you crying? Those are crocodile tears!  When we talk about your failure(government)  you claim that we don't support you! So,do u want us to sell our panties?",0.4,-0.056249999999999994,Uganda,ex-British Colony
71,"This was our first ramp construction in the Nsagi village,and today alot of kids and youth benefits from the skatepark,thats why we say that we are a non government organisation using skateboarding as a tool to engage with maginalized children and their communities.. https//t.co/FsEz3RxRjK",0.3333333333333333,0.25,Uganda,ex-British Colony
72,"jo The problem is we think government loans are like individual loans. For as long as our debt to GDP ration is low, oil money is around the corner, Uganda can borrow like crazy.",0.5,-0.1625,Uganda,ex-British Colony
73,Some of us just look older than our ages. People think am mature but am not. Am 20 but I look like the NRM government has been trying to kill me since 1986.,0.21666666666666667,0.13333333333333333,Uganda,ex-British Colony
74,"  If s life mattered in Uganda,  the government would have minimized such accidents on our roads long ago.  At least records show the type cause of accidents head on and overtaking as the common ones. But then who cares? If u have a stubborn kid, u will invent means of handling him",0.45,-0.16249999999999998,Uganda,ex-British Colony
75, St Petersburg &amp; Government are our good friends so we can have a roundtable discuss to learn and implement their efficiency.,0.6000000000000001,0.7,Uganda,ex-British Colony
76,Our government should start exporting locally branded memes upcountries for foreign exchange..We gat alot of meme lords in Uganda.,0.0625,-0.0625,Uganda,ex-British Colony
77,The way  is humble you may think she is eying a big position in our new government https//t.co/ORW8j3vmCz,0.3181818181818182,-0.02121212121212122,Uganda,ex-British Colony
78,"  Thanks brother, but i think on the base of Uganda's future oil earnings and the corrupt free government that General  will build. We will achieve that, even though our population rises to even 100 million people. Yes we will and I believe we will achieve it. Thanks.",0.5464285714285715,-0.0642857142857143,Uganda,ex-British Colony
79,"Thousands people have benefitted from Oil and Gas training without spending a coin. Almost 97% of our diploma enrollments are government sponsored. We also benefit from the higher education loan scheme among others - Oscar Muhumuza, Uganda Petroleum Institute 

SkillsForSuccess https//t.co/tytm8utOuO",0.5,0.25,Uganda,ex-British Colony
80," Here in Uganda Brutality by the government keeps on going on everyday but you cant stand with us ......

here is our Fellow youth were killed in by the Military on the orders of Museveni.
stand with us on the daily Human rights violation on ugandans https//t.co/bkCCvyPSw6",0.15999999999999998,-0.1,Uganda,ex-British Colony
81,"They treat people as their own possessions, using them as donkeys to do their biding for pennies. And of course, the government of Uganda is promoting this slavery because it has never cared about the well-being of Ugandans. The studying of history has taught our leaders nothing. https//t.co/DgOO4QD5u0",1.0,0.6,Uganda,ex-British Colony
82,     Your are enjoying government's money but for us our friends are dieing of malaria due to lack of drugs in government hosp,0.4875,0.1875,Uganda,ex-British Colony
83,"wonderman  Do you guys still have any strategy left to Remove M7 government or you have now become Cry Babies mbu bring our people back..

I thought M7 should be off by now 

Anyway NUP a’s also Join the Political Quagmire other Opposition parties were in before them.",0.11875,-0.03125,Uganda,ex-British Colony
84," BUDDU The problem is playing normal politics in abnormal times, what does take our MPs to boycott that house and until the government explains to the public why two MPs are not getting justice. 

Good morning",0.4388888888888889,0.2833333333333333,Uganda,ex-British Colony
85," They have spoilt our education sector in Ug and for them they have an option of education their abroad but we shall all fight for the same menu , let them school from abroad but we shall not employe them minus NCHE verication in the new coming government",0.22651515151515153,0.012121212121212116,Uganda,ex-British Colony
86, The government you Hyping destroyed the education sector in Ug and now for you abroad is the answer but school then from abroad in our government we shall employ them,0.0,0.0,Uganda,ex-British Colony
87,"Whichever way you look at it,it is a public transport policy failure.If, God forbid, anyone of them was to get involved in an undesirable circumstance,it would have been forced upon them by our government failure to provide affordable public transport and/or regulate private ones",0.20166666666666666,-0.12333333333333334,Uganda,ex-British Colony
88,"Isaiah 96-7 ""For to us a child Has come, to us a Son is given; and the government has been placed in His hands; and He Has been named Wise Guide, Strong God, Father for ever, Prince of Peace.""* Let's give our life to this mighty Son of God for our salvation is in His coming. https//t.co/s7WqBXi3zm",0.8444444444444444,0.5111111111111111,Uganda,ex-British Colony
89,"amos This experience here... you can be an advocate for government to strengthen systems in our communities and families so that parents or relatives don't voluntarily place children in homes. 
Most children in those homes have capable living relatives..",0.45,0.35,Uganda,ex-British Colony
90,  These are the real ambassadors of visituganda and this is where the energy to advertise should be not copying and pasting what our neighbors are doing amos I hope you copy. Let’s retweet until those in government sponsor these great ambassadors of our nation,0.525,0.5,Uganda,ex-British Colony
91,  Rwomushana is full of obukyayi nenugu. Why attack Bobiwine who cant defend himself? That's why we in NRM kicked him out of our government,0.55,0.35,Uganda,ex-British Colony
92,I send my condolence to families of deceased let God be with you in this hard time.  Fatal accidents has come normal in  uganda I request the government to put proper measures and effective procedures to save our lives. https//t.co/SXwyk2uUsy,0.5229166666666667,0.11458333333333331,Uganda,ex-British Colony
93, First the Ugandan government should work upon full development in the airline through purchase of more jets and also look at foreign countries that give us more tourists and ensure that all those tourists use our airline on return and arrival...the marketing also still lags,0.40166666666666667,0.29500000000000004,Uganda,ex-British Colony
94,Our dear government listener Gen Salim Saleh we love you https//t.co/ILAWNt4uNw,0.6,0.5,Uganda,ex-British Colony
95,"    Our annual budget is about 40bn and only 17bn is expected from government. 

The activity of national teams is what government funds. We look after 10 national football teams. Of the expected 17bn only 2.8bn had been paid until the 2bn now.",0.7,-0.05,Uganda,ex-British Colony
96,      Why do you think so don't you think that's a no confidence vote in our government we need to rethink our relevance,0.0,0.0,Uganda,ex-British Colony
97,"   Michael   Radical days are here again, kyambogo university deserves Wafula Edrine Koholo of the red revolution. We can't cry again like the way we cried when our students missed exams because of  surcharge under blue government that couldn't negotiate 4 students. We deserve better. https//t.co/WNmP4P1RQu",0.19999999999999998,0.16666666666666666,Uganda,ex-British Colony
98,"How best can the government help us have stable internet in our villages. 
You get one spot and sit to tweet.
😭😭🤦
  Ug .",0.3,1.0,Uganda,ex-British Colony
99,ug We're told the government is made up of human beings .. so it's banyankore people in Gov't who used their language to send the message to their people . Anyway Gov'ts or regimes are temporary but our languages are..,0.1,0.0,Uganda,ex-British Colony
100,This is an outcry to our government. It may seem to be politics stopping you from building Nkozi Rotary accident and trauma center but remember you use that road most. Think twice.,0.3,0.2,Uganda,ex-British Colony
101," faruk  Ug       Our Dearest LOP Hon. Mpuuga....just accept the reality!
NRM government is happy to employ you! You're a good force to recon with!
Hihihihihi 

Every Blessing 
Darius R",0.8,0.9375,Uganda,ex-British Colony
102,"   Among the roles of an MP, there's ""Oversight"" where an MP is entitled to monitor government activities respectively including his constituency!! 

Here we expect our MP to oversee the issue of impassable roads in Rwetamu and then he engages concerned parties on the matter .",0.1,0.0,Uganda,ex-British Colony
103,"Kutesa  Haven't you seen government items labelled yet they are bought by our taxes?!!  How would the community and future generations know that it was their leader who gave and not NRM?!  Actually MoH was going to brand the mattresses and fake accountability!😜😂😂, Thank you Hon Lpk",0.4083333333333334,-0.16666666666666666,Uganda,ex-British Colony
104,"Ella it had to be Kanungu.
Our former PM and another former minister of ICT.

I gaze at the stars &amp; wonder how on earth will our dysfunctional systems be fixed!
Is it a Complete overhaul of the current workforce,Change of government,Coup or Natural disaster?
We need a FIX https//t.co/vmFr5BDnI6",0.2333333333333333,0.05416666666666667,Uganda,ex-British Colony
105, Ug   Namutyab As an option government that's how we have managed to at least give in some Xmas eats to those families of our fellows who are away from their families just bcoz they spoken the truth and risen up their voices that we need a new Ug,0.42727272727272725,-0.08181818181818182,Uganda,ex-British Colony
106,"𝐃𝐞𝐚𝐫 𝐂𝐢𝐭𝐢𝐳𝐞𝐧𝐬,as we gather to celebrate the season, and the birth of our Lord Jesus Christ, our first and most important message, from your government to you, is to wish you a joyful and peaceful Christmas.
May you enjoy responsibly. 
MerryChristmas2022 https//t.co/Te2bCcVr7t",0.5638888888888888,0.3333333333333333,Uganda,ex-British Colony
107," Ug  Thats how and option government acts , I think we are in our generation where leaders think wiser than their subjects",0.0,0.0,Uganda,ex-British Colony
108,James  Muganda wange if the government has failed then its us to look after our brothers and sisters.  So I stand with Hon. Luttamaguzi,0.3,-0.5,Uganda,ex-British Colony
109," Bro this is nigeria. No comedian will stand in front of the president and spit nonsense like they do it in our presence. There is limit for everything. The president don’t need to say pim, someone from his government can silence you, same case with Biden and Elon in USA.",0.125,0.0,Uganda,ex-British Colony
110,"mulondo  Our government can do it but it wont do it because its myopic also. The deal to advertise on Arsenal shirt first came to Uganda before Rwanda picking it,  but we squandered.",0.3333333333333333,0.25,Uganda,ex-British Colony
111, How can we support and embrance government programs like killing amd abducting our relatives for supporting the revolutionary struggle amd rule of law madam,0.25,0.25,Uganda,ex-British Colony
112,amos     amos ur intentions are good and I know the government can buy into that ....but then our myopic opposition will call it wasting tax payer's money..and will use all tv and radio talk shows to rally the public against it,0.33333333333333337,0.35,Uganda,ex-British Colony
113, Our government can do that ....but then our myopic opposition will call it wasting tax payer's money......,0.0,0.0,Uganda,ex-British Colony
114,"Hon.  I hope for a better 2023, and hope the economy can improve. As a country, we must all focus on productivity. As a government, we should redefine our priorities.

NextBigTalk NBSUpdates https//t.co/yNoLp6oo3d",0.5,0.5,Uganda,ex-British Colony
0,"Lets blame our colonial government for this, we should have a system of number plates having a unique number of each county. each county should have a unique number, color scheme and alphanumeric scheme depicting the the month, year and the number of unit registered https//t.co/X0qnh4i6A6 https//t.co/9oU7egs0Zz",1.0,0.375,Kenya,ex-British Colony
1," Lets blame our colonial government for this, we should have a system of number plates having a unique number of each county. each county should have a unique number, colour scheme and alphanumeric scheme depicting the the month, year and the number of unit registered https//t.co/TXx7bKB5cY",1.0,0.375,Kenya,ex-British Colony
2,"businesscoursesmatter please our media houses just to name a few,      FM  kindly help us to be heard by the Government of Kenya. https//t.co/wURhUcva38",0.5,0.19999999999999998,Kenya,ex-British Colony
3," The government has allowed this open conmanship by Radion and TV station. If nothing is going to be done, our society is lost",0.5,0.0,Kenya,ex-British Colony
4, Let the government label them as terrorists. Our army will have a chance to deal with these primitive people once and for all,0.0,0.0,Kenya,ex-British Colony
