Facility Name,Latitude,Longitude
Umutu Government Hospital,5.9085,6.2256
Umutu Health Clinic,5.9085,6.2256
Umutu Primary Health Centre,5.9085,6.2256
Unenwrhie Primary Health Centre,5.3667,6.0667
Unuoshimili Primary Health Centre,5.9304,6.4904
Urban Centre Primary Health Centre,5.5271,5.7446
Urhumarho Primary Health Centre,5.5539,5.7851
Urhuokpe-Kokori Health Centre,5.6968,5.9926
Urhuovie-Abraka Health Centre,5.7894,6.1023
Uro Primary Health Centre,5.4679,6.3184
Ushie Primary Health Centre,5.6275,6.3316
Usiefrun Health Post,5.5066,5.8785
Utagba-Ogbe Primary Health Centre,5.6833,6.4167
Utagba-OgbePrimary Health Centre,5.6833,6.4167
Utagba-Uno Primary Health Centre,5.8863,6.3808
Utagba-Uno Primary Health Centre,5.8863,6.3808
Utehi Health Clinic,5.4329,6.3595
Ute-Ogbeje Primary Health Centre,6.2424,6.3655
Ute-Okpu Dispensary,6.1896,6.2703
Ute-Okpu Primary Health Centre,6.1896,6.2703
Ute-Okpu Primary Health Centre,6.1896,6.2703
Uterumu Primary Health Centre,5.3000,6.0832
"Uvie Clinic, Oleh",5.5351,6.2168
Uvwiama Primary Health Centre,5.5583,5.8762
Uwheru Primary Health Centre,5.3333,6.0500
Uzere Government Hospital,5.3329,6.2392
Uzere Primary Health Centre,5.3329,6.2392
Warri Central Hospital,5.5170,5.7500
West-End Asaba Primary Health Centre,6.1993,6.6978
Abakaliki Federal Medical Centre,6.3314,8.1080
Abaomege Dispensary,6.0044,8.0054
Abaomege Health Centre,6.0044,8.0054
Abarigwe Health Centre,6.4817,8.1036
Abarigwe Health Centre,6.4918,8.0131
Abina Health Centre,6.0411,8.1222
Abofia Health Centre,6.3432,8.1221
Achiagu Health Centre,6.2010,7.9881
Achiagu Ogboji Health Centre,6.2011,7.9679
Agalagu Ndiofoke Health Post,6.0481,8.1447
Agbabor Health Post,6.1666,7.8427
Agenu Health Post,6.2236,7.7953
Agubia Cottage Hospital,6.0705,8.1118
Aguorie Health Centre,6.5105,7.9414
Aguozu Health Post,6.2918,7.8057
Akaeze Ukwu Health Post,5.9150,7.7109
Akanto Health Post,5.9350,7.8210
Akanu Health Post,6.0919,7.7599
Akanu Ibiam Memorial Health Centre,5.8034,7.9340
Akpameka Health Post,6.0623,7.8593
Akpe Amachi Health Centre,6.2854,8.3489
Akpoha Health Centre,5.9700,7.9782
Akpurata Health Centre,6.7182,8.0247
Amachara Health Centre,6.4185,8.2125
Amachi Health Centre,6.2888,8.2590
Amaechi Health Centre,6.4121,7.9873
Amaekwu Health Post,5.7953,7.9370
Amaeta Health Centre,5.9161,7.7959
Amaewula Health Centre,,
Amaeze Health Centre,5.9604,7.5529
Amaezekwe Health Centre,6.1302,8.0562
Amagu-Agba Health Post,6.1249,8.0541
Amaigbo Health Post,5.7833,7.8333
Amaiyi Health Centre,5.7780,7.8213
Amajim Health Centre,6.1735,8.1194
Amakporo Health Post,6.1269,7.8306
Amalekuna Health Centre,6.1878,8.1028
Amana Health Centre,6.1542,8.0403
Amanamta Health Centre,6.4243,7.9579
Amanator Health Post,6.1323,7.8045
Amangbala Health Centre,5.8819,7.9373
Amangwu Health Centre,5.8397,7.8593
Amankalu Health Post,6.1294,7.9081
Amankalu Health Post,6.1335,7.8979
Amaogelewu Health Centre,6.4245,7.9618
Amaokom Health Centre,5.7954,7.9342
Amaokwe Health Post,,
Amaovu Health Centre,6.3870,7.9658
Amaozara Health Post,5.8777,7.9605
Amas Health Post,6.1172,7.8347
Amasiri Health Centre,5.9111,7.8828
Amasonta Health Centre,5.8333,7.8000
Amata Akpoha Health Centre,5.9738,7.9558
Amata Health Centre,5.9500,7.9333
Amazu Health Post,,
Ameka Health Centre,6.1175,8.0713
Ameka Health Post,6.1175,8.0713
Ameka Health Post,6.1175,8.0713
Amene Health Post,5.9833,7.8667
Amike Health Centre,6.4036,7.9345
Amoffia Health Centre,6.3963,7.9404
Amonye Ishiagu Health Post,5.9481,7.5565
Amuda Health Centre,6.3135,7.9186
Amudo Health Centre,6.0837,8.0130
Amunu Health Centre,6.0618,8.1657
Amuro Health Post,5.8868,7.9294
Amuzu Health Centre,6.1692,8.0312
Amuzu Health Centre,6.3484,8.2035
Anike Health Post,6.0833,7.8080
Anuagata Health Post,6.0357,7.8009
Anyagharigwe Health Post,6.0086,7.9000
Ayaragu Health Post,5.8772,7.5758
Azuebonyi Health Post,6.0540,7.9853
Azuebonyi Idembia Health Centre,6.1353,8.0032
Azuebor Ekka Health Centre,6.2062,8.0043
Azuituma Health Centre,6.2351,7.8853
Azuituma Health Centre,6.3037,7.8719
Azunramura Health Centre,6.2830,7.9972
Azuofia Health Centre,6.3280,7.7365
Azuogbagu Health Centre,,
Ebiem Health Centre,6.0740,8.2032
Ebiriogu Okuzu Health Post,6.0167,7.9063
Ebonyi Okpoto Health Post,6.3613,7.8631
Ebonyi State University Teaching Hospital,6.3257,8.0800
Ebonyi State University Teaching Hospital Nwezenyi Annex,6.5742,8.2445
Ebunwana Health Centre,5.7833,7.8667
Ebunwana Model Health Centre,5.8080,7.8340
Ebyia Unuhu Health Centre,6.2319,8.0772
Echara Health Centre,6.1181,8.1657
Echara Health Centre,6.1181,8.1657
Echialike Health Centre,6.2275,8.2275
Echialike Model Health Centre,6.2062,8.2276
Edda Dispensary,6.2347,8.1910
Edukwuegbu Health Centre,6.7592,8.2339
Effia Ukwu Health Centre,6.4916,7.8914
Effium Health Centre,6.6362,8.0629
Egu Ugwu Health Centre,6.5094,7.9462
Eguhuo Health Centre,,
Eguto Health Centre,6.2696,7.7382
Ejilewej Health Centre,6.6128,7.9984
Ekeaja Health Post,6.0393,7.7136
Ekembe Health Post,5.9057,7.6872
Eketube Health Centre,6.2240,8.2094
Ekka Health Centre,6.1792,7.9640
Ekoli Health Centre,5.7523,7.8436
Ekula Health Centre,5.7727,7.8364
Ekwashi Health Centre,6.5093,7.9423
Ekwetekwe Health Centre,,
Ekwetekwe Health Post,,
Elinwovu General Hospital,6.2104,8.1121
Enirina Health Centre,6.2172,7.9728
Enohia Health Centre,5.8316,7.9254
Enohia Health Post,5.8324,7.9254
Enuabor Health Post,6.0393,7.7130
Enyibichiri Health Centre,6.1919,8.2739
Enyibichiri Health Centre,6.4457,8.3333
Enyibichiri Health Post,6.0522,8.0270
Enyibichiri Model Health Centre,6.0522,8.0270
Etiti Health Centre,5.8080,7.8339
Etiti Health Post,5.8104,7.8429
Ettam Health Centre,6.0012,8.0690
Ette Health Centre,,
Evo-Uko Health Post,5.9723,7.9582
Ezeburugbala Health Post,,
Ezeke Amasiri Health Centre,5.9167,7.8842
Ezekuna Health Centre,6.2892,7.7210
Eziga Health Post,6.0813,7.7768
Ezillo Health Post,6.4277,7.7926
Ezza Agu Health Centre,6.2745,7.7186
Ezza Ofu Health Centre,6.5066,8.2049
Ezzagu Health Centre,6.2682,7.7382
Ezzama Health Centre,6.1604,8.0121
Ezzamgbo General Hospital,6.3957,7.9764
Ibenda Health Centre,6.6600,8.0509
Ibii Health Centre,5.9338,7.9375
Iboko General Hospital,6.4072,8.2332
Idima Health Post,5.9159,7.7943
Iduma Health Post,6.4239,7.8131
Igbara Health Post,5.7976,7.8677
Igboji General Hospital,6.0802,8.1512
Igbuhu Health Centre,6.4191,8.1952
Igweledeoha Health Post,6.0560,8.0940
Ihenu Health Post,6.0470,7.6990
Ihie Health Post,5.9180,7.8775
Ihotor Health Centre,6.1023,8.1194
Ijinike Health Centre,6.4889,7.9398
Ikenyi Health Centre,6.3693,8.1620
Ikwuano General Hospital,,
Ikwuator Idembia Health Centre,6.1254,7.9981
Imama Health Post,5.8907,7.9714
Imeabali Health Centre,6.1456,8.0040
Imeabali Ndiechi Health Post,6.1152,8.1936
Imogo Health Post,6.0577,8.1653
Inikiri Health Centre,6.6711,8.0035
Inyere Health Centre,6.1929,7.9251
Inyimagu Basic Health Centre,6.0704,8.1124
Ishiagu Basic Health Centre,5.9463,7.5769
Ishiagu General Hospital,5.9554,7.5634
Ishinkwo Health Post,6.0096,7.9828
Isiabor Health Post,,
IsiakaModel Health Centre,5.8688,7.5479
Isiama Health Post,6.0652,7.8160
Isu Health Centre,6.1482,7.7957
Itim Health Post,5.8047,7.8567
Itim Ukwu General Hospital,5.8406,7.9270
Iyioji Health Centre,5.9067,7.6797
Iyionu Health Post,6.4093,7.7773
Iza Leme Health Centre,6.5799,8.2918
Izhokoma Health Centre,6.5786,8.2890
Izicha Health Post,6.4188,8.2692
Izzi Unuhu Health Centre,6.2929,8.0803
Izzi-Ogo Health Centre,6.6446,8.2029
Kpoghirikpo Health Centre,5.8269,7.9268
Libolo Health Centre,5.7533,7.8568
Mbeke Health Centre,6.6403,8.1021
Mbeke Nwaji Health Centre,6.6404,8.1021
Mgbabeleuzor Health Centre,6.2530,8.3534
Mgbalaeze Comprehensive Comprehensive Health Centre,,
Mgbalukwu Health Post,,
Mgbede Health Post,5.9211,7.7319
Mgbo Agbaja Health Centre,6.6667,8.1833
Mgbom Health Centre,5.8726,7.9250
Mgbom Health Post,6.1345,7.7671
Mile Four Hospital,6.3654,8.0667
Mkpuma Health Centre,6.5079,8.2661
Nchoko Health Centre,6.3216,8.1972
Ndi Obasi Health Post,5.8776,7.8150
Ndi Okpo Health Post,5.8500,7.8000
Ndiachi Health Post,5.9115,7.6738
Ndiagbo Health Post,6.3555,8.3232
Ndiagbo Ishiagu Health Post,6.3634,8.1886
Ndiagu Amagu Health Centre,5.9906,8.1212
Ndiagu Eze Health Centre,6.5087,7.9426
Ndiagu Health Centre,6.0223,7.7742
Ndiagu Idaka Health Centre,6.5112,7.9417
Ndiagu Iyiogwe Health Centre,6.5400,7.9806
Ndiagu Ode Health Centre,6.5386,7.9799
Ndiagu Orie Health Centre,6.5484,7.9127
Ndiagu Ubochi Health Centre,6.5652,8.0384
Ndiagu Udu Health Centre,6.4581,7.9036
Ndiagu Umuezeoke Health Post,6.4269,7.7921
Ndiagu Utobo Health Centre,6.5652,8.0384
Ndiaguazu Amagu Health Centre,6.1483,8.0638
Ndiakpurata Health Post,6.6685,8.2092
Ndibe Health Centre,5.8757,7.9428
Ndiefi Health Centre,6.5736,8.0975
Ndiegu Echialike Health Centre,6.5398,7.9690
Ndiegu Okpoto Health Post,6.4616,7.8598
Ndieguobwu Health Post,6.4142,8.2762
Ndienyi Health Post,6.6671,8.1883
Ndingele Health Post,6.5183,8.3472
Ndinkwuda Health Post,6.3679,8.2814
Ndinwamgba Health Post,6.6343,8.2556
Ndiobasi Health Post,5.8318,7.5316
Ndiobovu Health Post,6.5559,8.3037
Ndioffia Health Centre,6.7477,8.2302
Ndioffia Nkaliki Health Centre,6.5348,8.1471
Ndiofutu Health Post,6.2925,8.1379
Ndiugbugbo Health Post,5.8524,7.5400
Ndiugo Health Centre,6.7236,8.1969
Ndiunuhu Health Centre,6.0534,7.8167
Ndubia Health Centre,6.3554,8.3162
Ndufu Amoffia Health Post,6.0474,7.9920
Ndufu Health Centre,6.2932,7.9124
Ndukwe Akpoha Health Centre,5.9613,7.9736
Ndukwe Amasiri Health Centre,5.9230,7.8780
Ndulo Ukwagba Health Post,6.4351,7.9547
Ngamgbo Azu Health Post,6.2827,8.0673
Ngbo Health Centre,6.4575,7.9645
Nguzu Health Centre,5.7608,7.8182
Nkagbogo Health Centre,5.7963,7.9303
Nkalagu Health Centre,6.4798,7.7796
Nkalaha Health Centre,6.3989,7.8990
Nkomoro Health Centre,6.2411,7.9187
Nkpufuru Health Centre,6.3726,8.0143
Nkwegu Model Health Centre,6.2517,8.1120
Noyo Health Centre,6.1986,8.2324
Nsokkara Health Centre,6.1503,8.0349
Ntezi Aba Health Post,6.3364,8.0846
Ntezi Health Centre,6.4000,7.9000
Nweke Ndiagu Health Centre,6.6484,8.0165
Nwofe Health Centre,6.5160,8.1633
Nzashi Health Post,6.1135,8.2411
Nzerem Health Post,5.9038,7.6276
Obeagu Health Post,6.2573,7.7627
Obegu Eleke Health Centre,6.0950,8.1142
Obegu Health Centre,6.5995,7.7312
Obichiri Health Post,6.4273,7.7944
Obienuokwe Health Post,,
Obobo Health Centre,6.4288,8.0727
Obodoma Health Post,6.0339,7.7979
Obuchiri Health Centre,6.0510,7.8933
Obuegu Enuokwe Health Centre,6.0095,7.7281
Obulechi Health Centre,6.2059,8.0829
Obulor Health Centre,5.9058,7.6880
Ochege Health Post,6.0607,7.9232
Odeligbo Health Centre,6.0257,8.0413
Odomoke General Hospital,6.5080,8.1299
Odomoke Health Post,6.4814,8.0856
Odomowo Health Centre,6.0492,8.2304
Oferekpe Dispensary,6.0477,8.2622
Oferekpe Health Centre,6.5749,8.2451
Ogagbo Health Post,5.9918,8.1743
Ogbaga Health Post,6.0766,8.1176
Ogbaga Health Post,6.3765,8.1175
Ogbu Health Centre,5.8047,7.8542
Ogbu Health Post,5.8181,7.9096
Ogharugo Health Centre,6.3151,8.0586
Ogiri Health Post,5.9159,7.7951
Ogoachi Health Post,6.0354,7.7986
Ogonogonuja Health Post,6.0903,7.8070
Ogoubi Health Centre,5.9705,7.8769
Oguduali Health Post,6.0424,7.9044
Oguzoronweya Health Post,6.4605,8.1347
Ogwuama Health Post,5.7490,7.8516
Ohage Health Post,6.0899,7.9619
Ohagelode Health Post,6.6963,8.1086
Ohaofia Agba Health Centre,6.2898,7.8591
Ohinya Health Post,5.9900,7.9086
Ohoffia Health Post,6.0082,7.9427
Ojigwe Health Centre,5.9985,7.7780
Okaira Health Post,6.4292,8.1248
Okaleru Health Centre,6.4359,8.1842
Okaleru Health Post,6.1775,8.0223
Okaria Echiedda Health Centre,6.2899,8.3470
Okaria Health Centre,6.0121,8.0127
Okeffi Health Post,6.0584,7.8922
Okoffia Azuebonyi Health Centre,6.1081,8.0066
Okoffia Health Centre,6.1090,8.0076
Okoffia Health Centre,6.4814,8.0840
Okpanku Health Post,6.5999,8.1650
Okpoku Egbe Health Centre,6.3301,7.8695
Okpoma Health Post,6.0995,7.8286
Okposhi Eheku Health Centre,6.5652,8.0384
Okposhi Eshi Health Centre,6.5652,8.0384
Okposi General Hospital,6.0294,7.8309
Okposi Umuoghara Health Centre,6.2857,8.0134
Okpoto Health Centre,6.3616,7.8628
Okpuitumo Health Centre,6.2579,8.2705
Okue Health Centre,5.9439,7.5837
Okuzzu Health Post,6.0198,7.9058
Omege Umuezekoha Comprehensive Health Centre,6.3038,7.8719
Onicha General Hospital,6.1097,7.8251
Onicha Health Centre,6.1101,7.8247
Onoko Health Post,6.0410,7.9055
Onuafiukwa Health Post,6.0746,8.0409
Onuani Health Post,6.2132,7.7575
Onuavi Ankwo Health Post,6.0536,7.7990
Onubioka Health Post,,
Onuebonyi Health Centre,6.3230,8.1643
Onueke General Hospital,6.1699,8.0840
Onueroro Health Centre,6.6569,8.0505
Onunwachi Health Centre,6.1790,7.9641
Onunwafor Health Post,6.5174,7.7435
Onunwakpu Health Centre,6.3717,8.3765
Onunweke Health Centre,6.2978,7.7644
Onunworieagu Health Post,,
Onuobioke Health Post,,
Onuoji Health Post,,
Onuwakpu Health Post,6.1565,8.1407
Onyirigbo Health Post,6.6017,8.1326
Opefia Health Centre,6.4500,8.2500
Opherekpe Health Centre,6.5616,8.2206
Oriji Afor Health Centre,6.5224,7.9912
Oriuzor Basic Basic Health Centre,6.2164,8.0296
Oriuzor Model Model Health Centre,6.2163,8.0295
Oronga Health Post,6.0202,8.1060
Oshiagu Health Centre,6.3635,8.1886
Oshiegbe Health Centre,6.3485,7.9462
Oshiri Health Centre,6.1267,7.8960
Oshiri Health Centre,6.1323,7.8847
OshiriModel Health Centre,6.1643,7.8747
Oshituma Health Centre,,
Otam Health Centre,6.6576,8.1745
Owutu Edda General Hospital,5.8000,7.8500
Owutu Health Centre,5.8056,7.8515
Oyege Health Centre,6.5745,8.2477
Ozaka Okangwu Health Post,5.9442,7.7911
Ozozza Health Centre,5.8862,7.9757
Poperi Health Post,5.9066,7.8832
Rural Improvement Mission Hospital,6.1479,8.2761
Uboro Health Post,,
Ugbalaba Umuoghara Health Centre,6.2863,8.0199
Ugbodo Health Centre,6.5082,8.1306
Ugboenyim Health Centre,6.3055,7.7306
Ugoeze Health Centre,6.6865,8.0602
Ugoeze Health Centre,6.6865,8.0602
Ugwenu Health Post,6.0863,7.8314
Ugwu Health Post,,
Ugwuaga Basic Health Centre,5.9188,7.6915
Ugwuama Health Centre,5.7490,7.8516
Ugwuegu Health Centre,5.8835,7.9474
Ugwulangwu Health Centre,6.0625,7.8714
Uhuobia Health Post,6.1250,7.7579
Ukamaka Egwu Health Centre,6.2303,8.1254
Ukamaka Health Centre,6.4371,7.8177
Ukawu Dispensary,6.0394,7.9065
Ukawu Health Centre,6.0413,7.9054
Ukpachacha Health Centre,6.5762,8.1565
Uloenwu Health Centre,6.5999,8.1338
Umuagara Health Centre,6.4081,7.9961
Umuakuma Health Post,5.9956,7.8358
Umubo Health Post,6.1073,7.8009
Umuchima Health Post,6.0405,7.7158
Umueze Health Centre,6.6628,8.0221
Umueze Health Post,6.6616,8.0228
Umuezekoha General Hospital,6.2966,7.9144
Umuezoke Health Post,,
Umugadu Health Centre,6.5226,7.9031
Umuhuali Health Centre,6.5103,7.7688
Umuka Health Post,6.0195,7.8671
Umunaga Health Post,6.0542,7.7493
Umunuka Health Post,6.0013,7.8481
Umunwagu Health Centre,6.1364,8.0090
Urban Health Centre,6.0352,7.8209
Uruerene Health Centre,6.4290,8.0241
Utsuenyim Health Post,6.3914,8.2988
Uwalakade Health Centre,,
Yava Medical Centre,5.9458,7.5572
Abere Primary Health Centre,6.2041,5.1447
Abudu General Hospital,6.2946,6.0315
Abudu Primary Health Centre,6.2944,6.0316
Aden Health Post,6.6878,5.2877
Aduhanhan Primary Health Centre,6.3221,5.7961
Afuze General Hospital,6.9731,6.0366
Agbede General Hospital,6.8717,6.2667
Agenebode General Hospital,7.1064,6.6965
Agenebode Primary Health Centre,7.1060,6.6966
Agharagbon Health Centre,6.1907,5.3709
Agiere Health Centre,7.0542,6.5688
Ahor Primary Health Centre,6.4221,5.7181
Aibeiyi Health Post,6.5926,5.2147
Aihuobabekun Primary Health Centre,6.5388,5.6748
Aiyegunle Primary Health Centre,7.3509,6.0811
Ajah Primary Health Centre,7.4163,6.1754
Ajakurama Primary Health Centre,6.1693,5.1616
Ake Primary Health Centre,7.1648,6.0161
Akpe Primary Health Centre,7.2062,6.0161
Akuku Primary Health Centre,7.2907,6.1472
Alafia Hospital Igarra,7.2694,6.1280
Amahor Primary Health Centre,6.4667,6.1976
Anegbette District Hospital,6.8345,6.5849
Anegbette Primary Health Centre,6.8346,6.5851
Apana District Hospital,7.1398,6.3872
Apana Primary Health Centre,7.1397,6.3872
Arokho Primary Health Centre,7.1413,5.9848
Arua-Fugar Primary Health Centre,7.0983,6.4947
Arue Arue Primary Health Centre,6.7369,6.2989
Aruogba Health Centre,6.2658,5.5810
Asemota Clinic Uromi,6.7217,6.3179
Atte Primary Health Centre,7.2113,6.2325
Atuagbo Primary Health Centre,6.8026,6.3294
Auchi Central Hospital,7.0768,6.2705
Auchi Primary Health Centre,7.0767,6.2706
Avbiosi Primary Health Centre,6.9576,5.9109
Awo Primary Health Centre,6.7297,6.3696
Ayogwiri Primary Health Centre,7.1141,6.3936
Azukhala Primary Health Centre,7.0167,6.4333
Dagnala Primary Health Centre,7.3401,6.2272
Ebelle Primary Health Centre,6.4912,6.2285
Ebudin Primary Health Centre,6.5930,6.1750
Ebun Uzea Primary Health Centre,6.8617,6.4666
Egba District Hospital,6.4961,5.7503
Egbele Uromi Primary Health Centre,6.7311,6.3222
Egbeta Primary Health Centre,6.7891,5.5143
Egbokor Primary Health Centre,6.1147,6.0255
Egoronaoka Primary Health Centre,6.6142,6.1589
Eguaholor Primary Health Centre,6.4243,6.0290
Eguare Egoro Health Clinic,6.7738,6.0763
Eguare Ewohimi Primary Health Centre,6.4801,6.3220
Eguare Health Clinic,6.7714,6.0803
Eguare Ohordua Primary Health Centre,6.7714,6.0804
Eguare Primary Health Centre,6.7705,6.0512
Eguare Ubiaja Primary Health Centre,6.6558,6.3846
Ehor Primary Health Centre,6.6137,5.9815
Ekehuan Primary Health Centre,6.1902,5.3700
Ekeke Primary Health Centre,6.8500,6.1167
Ekiadolor District Hospital,6.4943,5.5854
Ekiadolor Primary Health Centre,6.4920,5.5883
Ekpe Primary Health Centre,7.4156,6.1760
Ekpedo Primary Health Centre,7.4189,6.1684
Ekpesa Primary Health Centre,7.4262,6.0756
Ekpoma General Hospital,6.7421,6.1390
Ekpon Primary Health Centre,6.4159,6.2689
Ekwotsor Primary Health Centre,7.0615,6.5921
Elele Primary Health Centre,7.1152,6.2959
Eme Primary Health Centre,6.9067,5.9632
Emu Primary Health Centre,6.5549,6.4332
Emuhi Primary Health Centre,6.6835,6.1016
Enwan Primary Health Centre,7.2833,6.1333
Era Primary Health Centre,6.8500,6.1304
Eruere Primary Health Centre,7.0639,5.9246
Essi Primary Health Centre,6.5624,5.2229
Eteye Primary Health Centre,6.9534,6.0102
Evbiamen Primary Health Centre,6.9523,6.0089
Evbobanosa Primary Health Centre,6.2928,5.9833
Evbobemwen Primary Health Centre,6.1210,6.0571
Evboeghae Primary Health Centre,6.1506,6.0587
Evboesi Primary Health Centre,5.9662,6.0247
Evbohuan Primary Health Centre,6.4271,5.9014
Evbokabua Primary Health Centre,6.1175,6.0794
Evbomodu Primary Health Centre,6.3692,5.6876
Evbonogbon Primary Health Centre,6.7416,5.1629
Evbowe Primary Health Centre,6.4369,5.9583
Evbuotubu Primary Health Centre,6.3383,5.5755
Eware Primary Health Centre,6.9234,6.4464
Ewatto Primary Health Centre,6.5161,6.3545
Ewohimi General Hospital,6.4843,6.3223
Ewossa Primary Health Centre,6.4630,6.2751
Ewoyi Uromi Primary Health Centre,6.7028,6.3098
Ewu Primary Health Centre,6.8022,6.2410
Eyaen Primary Health Centre,6.3836,5.7120
Fugar General Hospital,7.0833,6.5000
Gelegele Health Centre,6.1530,5.3464
Ibhiolulu Primary Health Centre,6.7749,6.3583
Ibienefe Primary Health Centre,7.0528,6.3048
Ibillo General Hospital,7.4404,6.0687
Ibillo Primary Health Centre,7.4374,6.0695
Ibore Primary Health Centre,6.7822,6.2961
Idegun Primary Health Centre,6.9044,6.4111
Idoa Primary Health Centre,6.8124,6.2176
Idumoza Uromi Primary Health Centre,6.7166,6.2896
Idumweke Primary Health Centre,6.1689,5.9792
Iduwele Ewu District Hospital,6.8022,6.2418
Igarra General Hospital,7.2823,6.1038
Igarra Primary Health Centre,7.2822,6.1040
Igbanke General Hospital,6.3290,6.2211
Igbanke Primary Health Centre,6.3435,6.2047
Igbekhue Primary Health Centre,6.1548,5.9004
Igieduma Primary Health Centre,6.5905,5.9469
Igieghudu Primary Health Centre,6.5379,6.0324
Igiode Primary Health Centre,7.1370,6.5913
Iguadolor Health Centre,6.4288,5.5531
Iguatakpa Primary Health Centre,6.5653,5.3039
Igueben General Hospital,6.6128,6.2475
Igueben Primary Health Centre,6.6125,6.2479
Iguelaiho Health Post,6.4745,5.2237
Igue-Oke Primary Health Centre,7.1933,6.0757
Igue-Sale Primary Health Centre,7.1927,6.0735
Iguhoro Primary Health Centre,6.6553,5.5747
Iguiye Primary Health Centre,6.5645,5.5001
Iguobazuwa General Hospital,6.5653,5.3541
Iguobazuwa Primary Health Centre,6.5653,5.3540
Iguododo Primary Health Centre,6.2217,6.0018
Iguogbe Primary Health Centre,6.3648,5.9513
Iguogun Health Post,6.5624,5.3182
Iguomon Health Centre,6.7481,5.4218
Iguomon Primary Health Centre,6.3888,6.0443
Iguoriakhi Health Post,6.4835,5.4622
Iguoshodin Nebudin Primary Health Centre,6.4500,5.5333
Iguoshodin Negbemaba Primary Health Centre,6.4000,5.5333
Ihievbe Primary Health Centre,7.0398,6.1234
Ihievbe-Ogben Primary Health Centre,7.1700,6.1600
Ijaja Primary Health Centre,7.2537,5.9808
Ikabigbo Primary Health Centre,7.0971,6.3463
Ikao Primary Health Centre,7.2058,6.0301
Ikekato Primary Health Centre,6.7659,6.2572
Ikhideu Primary Health Centre,6.8139,6.2191
Ikiran-Ile Primary Health Centre,7.4667,5.9833
Ikiran-Oke Primary Health Centre,7.4561,5.9833
Ikoha Health Post,6.6371,5.2041
Ikohon Primary Health Centre,7.1421,5.9848
Ikpeshi Primary Health Centre,7.1423,6.1866
Illeh Primary Health Centre,6.7604,6.2069
Illushi Primary Health Centre,6.6699,6.6184
Iloje Primary Health Centre,7.0355,5.8889
Imiamune Afokpella Primary Health Centre,7.2914,6.3874
Imiegba Health Centre,7.2294,6.4438
Imiekebu Health Centre,7.2118,6.4366
Imiekuri Health Centre,7.2486,6.2774
Imoga Primary Health Centre,7.5070,6.0846
Iraokhor Primary Health Centre,7.1244,6.4359
Irekhai Primary Health Centre,7.0958,6.3463
Irrua Primary Health Centre,6.7390,6.2224
Iru Primary Health Centre,6.3215,6.0283
Iruekpen Government Hospital,6.7471,6.0472
Iruekpen Health Clinic,6.7598,6.0621
Ivbiaro Primary Health Centre,7.0426,6.1688
Ivbioden Primary Health Centre,7.0318,5.8873
Ivbiughuru Primary Health Centre,7.0172,5.9214
Ivianokpodi Primary Health Centre,7.1398,6.5996
Iviari Primary Health Centre,7.0361,6.5402
Iviebua Health Centre,7.1320,6.6227
Iviegbepui Health Centre,7.1303,6.5884
Ivioghe Primary Health Centre,7.1254,6.6414
Iviukhua Health Centre,7.1348,6.5914
Iviukue Health Centre,7.1017,6.5893
Iwu Health Post,6.5000,5.5667
Iyakpi Primary Health Centre,7.0518,6.2870
Iyuku Primary Health Centre,7.1600,6.2423
Izikhiri Primary Health Centre,6.3667,5.9833
Jagbe Primary Health Centre,6.8251,6.2859
Jattu Primary Health Centre,7.0919,6.2963
Kakumo Primary Health Centre,7.2495,5.9820
Lampese Primary Health Centre,7.5106,6.1002
Madagbayo Primary Health Centre,6.4110,5.1132
Makeke Primary Health Centre,7.4063,6.2125
Michael Imuodu Primary Health Centre,6.9060,5.9368
Modern Sobe Primary Health Centre,6.8387,5.7826
New Benin Health Centre,6.3331,5.6221
Nifor Health Centre,,
Nikorogha Primary Health Centre,6.2494,5.3584
Oah Primary Health Centre,7.0381,5.8928
Obadan Primary Health Centre,6.4761,5.9042
Obagie Health Post,6.4141,5.5370
Obagie Health Post,6.4141,5.5370
Obagienevbuosa Primary Health Centre,6.1945,5.5969
Obanakoro Primary Health Centre,5.8061,5.9110
Obayantor Cottage Hospital,6.1128,5.6675
Obeidu Primary Health Centre,6.7363,6.2699
Oben Cottage Hospital,5.9937,5.8995
Obiyon Uromi Primary Health Centre,6.7175,6.3632
Obobaifo Primary Health Centre,6.5677,5.2440
Odighi Primary Health Centre,6.6364,5.7629
Odigie Primary Health Centre,6.8686,6.2844
Odiguetue Primary Health Centre,6.6698,5.7660
Ofukpo Primary Health Centre,6.8774,6.6225
Ofunama Primary Health Centre,6.1518,5.2165
Ofunmwegbe Primary Health Centre,6.6397,5.3347
Ogbe Primary Health Centre,7.3376,6.1099
Ogbese Primary Health Centre,6.7631,5.5577
Ogbeson Primary Health Centre,6.3439,5.6887
Ogbido Primary Health Centre,7.1452,6.3263
Ogbona Comprehensive Health Centre,7.1195,6.4447
Ogbona Primary Health Centre,7.1189,6.4447
Oghada Primary Health Centre,6.3772,6.1047
Oghede Health Centre,6.2774,5.5278
Ogheghe Primary Health Centre,6.2086,5.6366
Ogholugbo Primary Health Centre,6.9679,6.0426
Ogida Benin City Primary Health Centre,6.3675,5.5881
Ogiriga Health Centre,7.2808,6.4004
Ogochi Primary Health Centre,6.9788,6.5037
Ogua Health Post,6.5257,5.5388
Ogute-Okpella Primary Health Centre,7.2678,6.2751
